REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
Tennessee,2019,16,X,1.30034,93,56,7152
Texas,2019,16,X,3.42261,929,114,27143
Utah,2019,16,X,2.73766,544,54,19871
Vermont,2019,16,X,1.62958,104,17,6382
Virginia,2019,16,X,2.16277,1802,128,83319
Washington,2019,16,X,0.706952,42,29,5941
West Virginia,2019,16,X,1.23406,150,41,12155
Wisconsin,2019,16,X,1.95508,383,41,19590
Wyoming,2019,16,X,1.02335,32,15,3127
Puerto Rico,2019,16,X,9.00155,174,4,1933
Virgin Islands,2019,16,X,0.310078,2,2,645
New York City,2019,16,X,2.12248,1918,39,90366
Alabama,2019,17,X,2.12787,865,84,40651
Alaska,2019,17,X,3.6882,141,17,3823
Arizona,2019,17,X,2.94821,518,46,17570
Arkansas,2019,17,X,1.41274,51,8,3610
California,2019,17,X,2.02365,972,112,48032
Colorado,2019,17,X,2.61212,1049,72,40159
Connecticut,2019,17,X,2.31214,116,17,5017
Delaware,2019,17,X,0.202922,5,10,2464
District of Columbia,2019,17,X,1.81048,265,6,14637
Florida,2019,17,X,X,X,X,X
Georgia,2019,17,X,2.31998,1897,95,81768
Hawaii,2019,17,X,2.66512,46,18,1726
Idaho,2019,17,X,0.712589,9,6,1263
Illinois,2019,17,X,1.30153,562,99,43180
Indiana,2019,17,X,1.26084,64,24,5076
Iowa,2019,17,X,0.479528,26,18,5422
Kansas,2019,17,X,1.04006,155,32,14903
Kentucky,2019,17,X,0.655145,58,27,8853
Louisiana,2019,17,X,2.92558,1495,95,51101
Maine,2019,17,X,1.41302,196,49,13871
Maryland,2019,17,X,0.73141,54,23,7383
Massachusetts,2019,17,X,1.40275,700,58,49902
Michigan,2019,17,X,1.09926,268,79,24380
Minnesota,2019,17,X,2.32457,160,20,6883
Mississippi,2019,17,X,2.51548,394,47,15663
Missouri,2019,17,X,1.06972,29,14,2711
Montana,2019,17,X,0.852827,70,32,8208
Nebraska,2019,17,X,1.51636,133,46,8771
Nevada,2019,17,X,1.20858,120,28,9929
New Hampshire,2019,17,X,0.612495,15,15,2449
New Jersey,2019,17,X,2.51062,780,43,31068
New Mexico,2019,17,X,1.67629,325,46,19388
New York,2019,17,X,1.26076,753,136,59726
North Carolina,2019,17,X,1.16504,1222,154,104889
North Dakota,2019,17,X,0.997151,35,11,3510
Ohio,2019,17,X,0.860428,113,38,13133
Oklahoma,2019,17,X,1.46372,116,23,7925
Oregon,2019,17,X,1.28452,420,73,32697
Pennsylvania,2019,17,X,1.144,611,137,53409
Rhode Island,2019,17,X,1.39072,74,23,5321
South Carolina,2019,17,X,2.06832,307,25,14843
South Dakota,2019,17,X,0.798122,119,30,14910
Tennessee,2019,17,X,1.37522,102,53,7417
Texas,2019,17,X,2.70961,657,98,24247
Utah,2019,17,X,2.31013,466,54,20172
Vermont,2019,17,X,0.902778,52,14,5760
Virginia,2019,17,X,1.77784,1697,144,95453
Washington,2019,17,X,0.4111,24,29,5838
West Virginia,2019,17,X,1.49573,168,38,11232
Wisconsin,2019,17,X,1.38528,261,40,18841
Wyoming,2019,17,X,0.865513,26,13,3004
Puerto Rico,2019,17,X,7.41473,150,5,2023
Virgin Islands,2019,17,X,0.146413,1,2,683
New York City,2019,17,X,1.80067,1554,35,86301
Alabama,2019,18,X,1.98559,813,83,40945
Alaska,2019,18,X,3.57483,150,17,4196
Arizona,2019,18,X,2.92444,447,46,15285
Arkansas,2019,18,X,1.54937,59,10,3808
California,2019,18,X,1.62147,702,92,43294
Colorado,2019,18,X,2.84653,1149,72,40365
Connecticut,2019,18,X,1.58698,78,15,4915
Delaware,2019,18,X,0.11194,3,10,2680
District of Columbia,2019,18,X,1.81989,252,5,13847
Florida,2019,18,X,X,X,X,X
Georgia,2019,18,X,2.15055,1795,97,83467
Hawaii,2019,18,X,1.85894,34,18,1829
Idaho,2019,18,X,0.789889,10,5,1266
Illinois,2019,18,X,1.21592,479,92,39394
Indiana,2019,18,X,1.55738,76,24,4880
Iowa,2019,18,X,0.381971,20,17,5236
Kansas,2019,18,X,0.78591,112,32,14251
Kentucky,2019,18,X,0.569579,44,24,7725
Louisiana,2019,18,X,2.49976,1304,96,52165
Maine,2019,18,X,1.33873,182,49,13595
Maryland,2019,18,X,0.6238,52,26,8336
Massachusetts,2019,18,X,1.32288,653,55,49362
Michigan,2019,18,X,0.952185,231,81,24260
Minnesota,2019,18,X,2.01849,131,20,6490
Mississippi,2019,18,X,2.18778,336,45,15358
Missouri,2019,18,X,0.983248,27,14,2746
Montana,2019,18,X,0.662583,53,33,7999
Nebraska,2019,18,X,1.58991,126,43,7925
Nevada,2019,18,X,1.13994,116,29,10176
New Hampshire,2019,18,X,0.737463,20,15,2712
New Jersey,2019,18,X,2.35408,757,43,32157
New Mexico,2019,18,X,1.49181,275,43,18434
New York,2019,18,X,1.15328,656,133,56881
North Carolina,2019,18,X,0.919636,991,155,107760
North Dakota,2019,18,X,1.08095,43,14,3978
Ohio,2019,18,X,0.731599,99,40,13532
Oklahoma,2019,18,X,1.11592,80,21,7169
Oregon,2019,18,X,1.0602,370,73,34899
Pennsylvania,2019,18,X,1.06413,566,134,53189
Rhode Island,2019,18,X,1.18876,66,23,5552
South Carolina,2019,18,X,1.72918,260,25,15036
South Dakota,2019,18,X,0.658073,97,29,14740
Tennessee,2019,18,X,0.995166,70,54,7034
Texas,2019,18,X,2.55929,722,114,28211
Utah,2019,18,X,2.42628,469,53,19330
Vermont,2019,18,X,0.930641,53,14,5695
Virginia,2019,18,X,1.5815,1522,140,96238
Washington,2019,18,X,0.555024,29,17,5225
West Virginia,2019,18,X,0.671463,84,40,12510
Wisconsin,2019,18,X,1.59846,348,42,21771
Wyoming,2019,18,X,0.584615,19,14,3250
Puerto Rico,2019,18,X,6.82046,136,4,1994
Virgin Islands,2019,18,X,0.647948,6,3,926
New York City,2019,18,X,1.69427,1523,38,89891
Alabama,2019,19,X,1.79369,747,82,41646
Alaska,2019,19,X,2.86315,109,17,3807
Arizona,2019,19,X,2.18805,360,45,16453
Arkansas,2019,19,X,1.32743,45,9,3390
California,2019,19,X,1.8175,771,88,42421
Colorado,2019,19,X,2.6107,1043,72,39951
Connecticut,2019,19,X,1.7359,56,13,3226
Delaware,2019,19,X,0.192901,5,10,2592
District of Columbia,2019,19,X,1.79616,258,6,14364
Florida,2019,19,X,X,X,X,X
Georgia,2019,19,X,2.09765,1660,93,79136
Hawaii,2019,19,X,2.24888,30,15,1334
Idaho,2019,19,X,0.774103,11,6,1421
Illinois,2019,19,X,1.05872,487,94,45999
Indiana,2019,19,X,1.48075,60,23,4052
Iowa,2019,19,X,0.548321,24,16,4377
Kansas,2019,19,X,0.804006,114,32,14179
Kentucky,2019,19,X,0.7724,60,23,7768
Louisiana,2019,19,X,2.44035,1210,94,49583
Maine,2019,19,X,1.0944,155,49,14163
Maryland,2019,19,X,0.622939,51,24,8187
Massachusetts,2019,19,X,1.11937,550,55,49135
Michigan,2019,19,X,0.983866,236,79,23987
Minnesota,2019,19,X,1.70472,109,21,6394
Mississippi,2019,19,X,2.00099,323,46,16142
Missouri,2019,19,X,0.586756,14,15,2386
Montana,2019,19,X,0.699205,51,32,7294
Nebraska,2019,19,X,1.55838,130,43,8342
Nevada,2019,19,X,0.930651,93,29,9993
New Hampshire,2019,19,X,0.600375,16,15,2665
New Jersey,2019,19,X,2.14652,683,42,31819
New Mexico,2019,19,X,1.25413,228,47,18180
New York,2019,19,X,0.897742,512,130,57032
North Carolina,2019,19,X,0.772925,766,152,99104
North Dakota,2019,19,X,0.718804,25,12,3478
Ohio,2019,19,X,0.638825,80,38,12523
Oklahoma,2019,19,X,1.02287,72,22,7039
Oregon,2019,19,X,0.987481,351,71,35545
Pennsylvania,2019,19,X,0.946908,463,128,48896
Rhode Island,2019,19,X,0.647989,34,23,5247
South Carolina,2019,19,X,1.58541,213,24,13435
South Dakota,2019,19,X,0.651997,104,30,15951
Tennessee,2019,19,X,0.871826,57,56,6538
Texas,2019,19,X,2.50535,620,103,24747
Utah,2019,19,X,2.32142,467,53,20117
Vermont,2019,19,X,1.04722,55,13,5252
Virginia,2019,19,X,1.55833,1488,136,95487
Washington,2019,19,X,0.50958,25,27,4906
West Virginia,2019,19,X,0.604068,79,40,13078
Wisconsin,2019,19,X,1.17867,252,40,21380
Wyoming,2019,19,X,0.261584,7,11,2676
Puerto Rico,2019,19,X,8.65241,174,6,2011
Virgin Islands,2019,19,X,0.557414,5,3,897
New York City,2019,19,X,1.57645,1434,37,90964
Alabama,2019,20,X,1.62678,656,82,40325
Alaska,2019,20,X,2.86011,110,17,3846
Arizona,2019,20,X,2.77778,466,46,16776
Arkansas,2019,20,X,1.44928,35,9,2415
California,2019,20,X,1.63414,674,88,41245
Colorado,2019,20,X,2.58758,1026,72,39651
Connecticut,2019,20,X,1.43522,37,14,2578
Delaware,2019,20,X,0.154381,4,10,2591
District of Columbia,2019,20,X,1.57009,223,6,14203
Florida,2019,20,X,X,X,X,X
Georgia,2019,20,X,2.06514,1636,93,79220
Hawaii,2019,20,X,1.9297,28,15,1451
Idaho,2019,20,X,0.2149,3,6,1396
Illinois,2019,20,X,1.04839,445,88,42446
Indiana,2019,20,X,0.980926,36,21,3670
Iowa,2019,20,X,0.419199,20,17,4771
Kansas,2019,20,X,0.833393,116,29,13919
Kentucky,2019,20,X,0.740635,52,22,7021
Louisiana,2019,20,X,2.69518,1346,91,49941
Maine,2019,20,X,1.16729,166,48,14221
Maryland,2019,20,X,0.625537,51,25,8153
Massachusetts,2019,20,X,1.2373,599,54,48412
Michigan,2019,20,X,0.894047,208,81,23265
Minnesota,2019,20,X,2.31839,135,21,5823
Mississippi,2019,20,X,2.20033,306,45,13907
Missouri,2019,20,X,0.640205,15,15,2343
Montana,2019,20,X,0.830827,58,30,6981
Nebraska,2019,20,X,1.28423,106,43,8254
Nevada,2019,20,X,0.92707,90,28,9708
New Hampshire,2019,20,X,0.751252,18,15,2396
New Jersey,2019,20,X,2.33124,738,43,31657
New Mexico,2019,20,X,1.36544,237,45,17357
New York,2019,20,X,0.834468,374,130,44819
North Carolina,2019,20,X,0.715614,708,151,98936
North Dakota,2019,20,X,0.838518,31,12,3697
Ohio,2019,20,X,0.789361,92,35,11655
Oklahoma,2019,20,X,0.991205,71,22,7163
Oregon,2019,20,X,0.920709,317,70,34430
Pennsylvania,2019,20,X,0.699043,38,47,5436
Rhode Island,2019,20,X,0.730868,34,23,4652
South Carolina,2019,20,X,1.40475,187,24,13312
South Dakota,2019,20,X,0.520999,82,30,15739
Tennessee,2019,20,X,1.12432,70,54,6226
Texas,2019,20,X,2.50115,597,105,23869
Utah,2019,20,X,2.33507,452,53,19357
Vermont,2019,20,X,1.08485,56,13,5162
Virginia,2019,20,X,1.61196,1521,138,94357
Washington,2019,20,X,0.383632,18,27,4692
West Virginia,2019,20,X,0.60306,67,35,11110
Wisconsin,2019,20,X,1.47199,308,37,20924
Wyoming,2019,20,X,0.036523,1,12,2738
Puerto Rico,2019,20,X,9.87595,207,5,2096
Virgin Islands,2019,20,X,0.521921,5,3,958
New York City,2019,20,X,1.60226,1437,37,89686
Alabama,2019,21,X,1.54696,622,82,40208
Alaska,2019,21,X,1.43902,59,17,4100
Arizona,2019,21,X,2.54857,404,46,15852
Arkansas,2019,21,X,1.19389,25,9,2094
California,2019,21,X,1.54355,616,79,39908
Colorado,2019,21,X,2.48874,978,72,39297
Connecticut,2019,21,X,0.73157,13,10,1777
Delaware,2019,21,X,0,0,6,1364
District of Columbia,2019,21,X,1.84905,257,6,13899
Florida,2019,21,X,X,X,X,X
Georgia,2019,21,X,1.77316,1407,91,79350
Hawaii,2019,21,X,2.02752,28,16,1381
Idaho,2019,21,X,0.197824,2,4,1011
Illinois,2019,21,X,0.971741,370,80,38076
Indiana,2019,21,X,1.00705,30,18,2979
Iowa,2019,21,X,0.56482,21,14,3718
Kansas,2019,21,X,0.824425,91,22,11038
Kentucky,2019,21,X,0.420231,28,18,6663
Louisiana,2019,21,X,2.46874,1234,93,49985
Maine,2019,21,X,0.949391,124,35,13061
Maryland,2019,21,X,0.760043,49,18,6447
Massachusetts,2019,21,X,1.09884,556,47,50599
Michigan,2019,21,X,0.707322,148,77,20924
Minnesota,2019,21,X,2.11086,123,22,5827
Mississippi,2019,21,X,1.8805,265,43,14092
Missouri,2019,21,X,0.534474,10,15,1871
Montana,2019,21,X,0.822529,59,31,7173
Nebraska,2019,21,X,1.43474,113,42,7876
Nevada,2019,21,X,1.08431,98,27,9038
New Hampshire,2019,21,X,0.51458,12,15,2332
New Jersey,2019,21,X,2.19421,698,37,31811
New Mexico,2019,21,X,1.11085,190,43,17104
New York,2019,21,X,0.898427,517,129,57545
North Carolina,2019,21,X,0.718312,734,146,102184
North Dakota,2019,21,X,1.97568,65,10,3290
Ohio,2019,21,X,0.670647,82,38,12227
Oklahoma,2019,21,X,1.21014,63,13,5206
Oregon,2019,21,X,0.894641,309,70,34539
Pennsylvania,2019,21,X,0.898087,437,106,48659
Rhode Island,2019,21,X,0.257732,11,23,4268
South Carolina,2019,21,X,1.30885,186,24,14211
South Dakota,2019,21,X,0.708676,111,30,15663
Tennessee,2019,21,X,0.615764,30,49,4872
Texas,2019,21,X,2.894,507,66,17519
Utah,2019,21,X,2.01746,379,53,18786
Vermont,2019,21,X,0.982511,50,12,5089
Virginia,2019,21,X,1.52942,1444,135,94415
Washington,2019,21,X,0.507731,22,12,4333
West Virginia,2019,21,X,0.56688,47,25,8291
Wisconsin,2019,21,X,1.16016,241,37,20773
Wyoming,2019,21,X,0.123102,3,12,2437
Puerto Rico,2019,21,X,7.25953,160,4,2204
Virgin Islands,2019,21,X,1.59204,16,4,1005
New York City,2019,21,X,1.74797,1592,36,91077
Alabama,2019,22,X,1.37628,549,79,39890
Alaska,2019,22,X,3.74735,159,17,4243
Arizona,2019,22,X,2.41008,327,46,13568
Arkansas,2019,22,X,0.884173,10,6,1131
California,2019,22,X,1.68956,620,80,36696
Colorado,2019,22,X,2.12878,769,72,36124
Connecticut,2019,22,X,0.511073,6,9,1174
Delaware,2019,22,X,0,0,5,1066
District of Columbia,2019,22,X,1.6144,192,6,11893
Florida,2019,22,X,X,X,X,X
Georgia,2019,22,X,1.74555,1348,91,77225
Hawaii,2019,22,X,2.35721,26,17,1103
Idaho,2019,22,X,0.286123,2,3,699
Illinois,2019,22,X,0.917311,281,78,30633
Indiana,2019,22,X,1.58215,39,17,2465
Iowa,2019,22,X,0.512511,17,15,3317
Kansas,2019,22,X,0.740542,83,21,11208
Kentucky,2019,22,X,0.503247,31,17,6160
Louisiana,2019,22,X,2.33239,1155,95,49520
Maine,2019,22,X,0.957515,119,35,12428
Maryland,2019,22,X,0.920398,37,13,4020
Massachusetts,2019,22,X,1.34337,439,33,32679
Michigan,2019,22,X,0.69211,140,77,20228
Minnesota,2019,22,X,2.14601,102,21,4753
Mississippi,2019,22,X,1.93183,314,47,16254
Missouri,2019,22,X,0.252525,4,14,1584
Montana,2019,22,X,0.676841,51,32,7535
Nebraska,2019,22,X,1.36808,105,41,7675
Nevada,2019,22,X,0.910332,80,28,8788
New Hampshire,2019,22,X,0.449691,8,15,1779
New Jersey,2019,22,X,2.28107,746,43,32704
New Mexico,2019,22,X,1.11503,174,41,15605
New York,2019,22,X,0.918154,513,129,55873
North Carolina,2019,22,X,0.706442,707,145,100079
North Dakota,2019,22,X,1.09403,37,10,3382
Ohio,2019,22,X,0.680706,64,31,9402
Oklahoma,2019,22,X,0.663885,35,13,5272
Oregon,2019,22,X,0.933567,319,70,34170
Pennsylvania,2019,22,X,0.952553,474,109,49761
Rhode Island,2019,22,X,0.172961,6,23,3469
South Carolina,2019,22,X,1.25315,184,24,14683
South Dakota,2019,22,0,0,0,0,0
Tennessee,2019,22,X,1.01135,49,51,4845
Texas,2019,22,X,2.2191,442,99,19918
Utah,2019,22,X,2.43707,426,53,17480
Vermont,2019,22,X,0.987167,50,12,5065
Virginia,2019,22,X,1.45398,1407,138,96769
Washington,2019,22,X,0.597558,23,9,3849
West Virginia,2019,22,X,0.522061,31,19,5938
Wisconsin,2019,22,X,1.20862,245,37,20271
Wyoming,2019,22,X,0.144439,3,13,2077
Puerto Rico,2019,22,X,6.61398,159,5,2404
Virgin Islands,2019,22,X,0,0,3,962
New York City,2019,22,X,1.70254,1526,35,89631
Alabama,2019,23,X,1.18038,472,81,39987
Alaska,2019,23,X,0.643724,26,17,4039
Arizona,2019,23,X,1.96553,268,45,13635
Arkansas,2019,23,X,1.59949,25,7,1563
California,2019,23,X,1.53268,579,76,37777
Colorado,2019,23,X,2.141,864,72,40355
Connecticut,2019,23,X,0,0,5,408
Delaware,2019,23,X,0,0,5,1318
District of Columbia,2019,23,X,1.71763,232,6,13507
Florida,2019,23,X,X,X,X,X
Georgia,2019,23,X,1.39988,1090,92,77864
Hawaii,2019,23,X,2.38474,30,16,1258
Idaho,2019,23,X,0.274725,1,2,364
Illinois,2019,23,X,0.811217,243,76,29955
Indiana,2019,23,X,1.0058,26,17,2585
Iowa,2019,23,X,0.318748,11,12,3451
Kansas,2019,23,X,0.802846,88,20,10961
Kentucky,2019,23,X,0.342522,21,16,6131
Louisiana,2019,23,X,2.08541,1006,94,48240
Maine,2019,23,X,0.843117,107,35,12691
Maryland,2019,23,X,0.742909,33,15,4442
Massachusetts,2019,23,X,1.00537,466,43,46351
Michigan,2019,23,X,0.625625,144,78,23017
Minnesota,2019,23,X,1.77247,98,21,5529
Mississippi,2019,23,X,1.40854,224,48,15903
Missouri,2019,23,X,0.343249,6,14,1748
Montana,2019,23,X,0.751001,45,26,5992
Nebraska,2019,23,X,1.09319,82,40,7501
Nevada,2019,23,X,1.00892,95,28,9416
New Hampshire,2019,23,X,0.932256,15,13,1609
New Jersey,2019,23,X,1.98396,631,43,31805
New Mexico,2019,23,X,0.907921,134,42,14759
New York,2019,23,X,0.799564,455,126,56906
North Carolina,2019,23,X,0.624581,587,141,93983
North Dakota,2019,23,X,1.40274,45,11,3208
Ohio,2019,23,X,0.774239,88,33,11366
Oklahoma,2019,23,X,0.495634,21,13,4237
Oregon,2019,23,X,0.736127,260,70,35320
Pennsylvania,2019,23,X,0.79739,391,126,49035
Rhode Island,2019,23,X,0.0529101,2,22,3780
South Carolina,2019,23,X,1.076,143,24,13290
South Dakota,2019,23,X,0.66717,106,30,15888
Tennessee,2019,23,X,0.656325,33,48,5028
Texas,2019,23,X,2.20845,474,95,21463
Utah,2019,23,X,2.11268,369,53,17466
Vermont,2019,23,X,0.907835,46,12,5067
Virginia,2019,23,X,1.38815,1199,125,86374
Washington,2019,23,X,0.543607,23,20,4231
West Virginia,2019,23,X,0.314347,25,19,7953
Wisconsin,2019,23,X,1.03784,209,38,20138
Wyoming,2019,23,X,0,0,12,2160
Puerto Rico,2019,23,X,4.9513,122,5,2464
Virgin Islands,2019,23,X,0.213904,2,3,935
New York City,2019,23,X,1.71128,1686,73,98523
Alabama,2019,24,X,1.01044,387,80,38300
Alaska,2019,24,X,1.04608,42,17,4015
Arizona,2019,24,X,1.2532,132,21,10533
Arkansas,2019,24,X,1.15942,20,8,1725
California,2019,24,X,1.44924,570,73,39331
Colorado,2019,24,X,1.75254,701,72,39999
Connecticut,2019,24,X,0,0,5,439
Delaware,2019,24,X,0.0762195,1,5,1312
District of Columbia,2019,24,X,1.41348,186,6,13159
Florida,2019,24,X,X,X,X,X
Georgia,2019,24,X,1.32939,957,92,71988
Hawaii,2019,24,X,1.57593,22,16,1396
Idaho,2019,24,X,0,0,1,256
Illinois,2019,24,X,0.715432,272,79,38019
Indiana,2019,24,X,1.12156,31,17,2764
Iowa,2019,24,X,0.353453,13,13,3678
Kansas,2019,24,X,0.808703,84,19,10387
Kentucky,2019,24,X,0.359771,22,15,6115
Louisiana,2019,24,X,1.81905,880,93,48377
Maine,2019,24,X,0.704935,91,35,12909
Maryland,2019,24,X,0.370209,17,15,4592
Massachusetts,2019,24,X,0.858033,394,45,45919
Michigan,2019,24,X,0.579868,128,77,22074
Minnesota,2019,24,X,1.19336,69,20,5782
Mississippi,2019,24,X,1.54905,207,45,13363
Missouri,2019,24,X,0,0,14,1718
Montana,2019,24,X,0.645876,35,25,5419
Nebraska,2019,24,X,1.09668,87,41,7933
Nevada,2019,24,X,0.933738,83,27,8889
New Hampshire,2019,24,X,0.436954,7,13,1602
New Jersey,2019,24,X,2.03344,653,42,32113
New Mexico,2019,24,X,0.821718,135,43,16429
New York,2019,24,X,0.668978,384,124,57401
North Carolina,2019,24,X,0.567935,536,140,94377
North Dakota,2019,24,X,0.363526,12,10,3301
Ohio,2019,24,X,0.668003,60,27,8982
Oklahoma,2019,24,X,0.873447,45,12,5152
Oregon,2019,24,X,0.684507,243,70,35500
Pennsylvania,2019,24,X,0.684961,321,127,46864
Rhode Island,2019,24,X,0.0273373,1,22,3658
South Carolina,2019,24,X,1.02362,140,24,13677
South Dakota,2019,24,X,0.394452,62,29,15718
Tennessee,2019,24,X,0.600912,29,50,4826
Texas,2019,24,X,2.25626,461,90,20432
Utah,2019,24,X,1.69391,315,53,18596
Vermont,2019,24,X,0.989899,49,12,4950
Virginia,2019,24,X,1.22663,1089,131,88780
Washington,2019,24,X,0.342827,13,9,3792
West Virginia,2019,24,X,0.487329,30,17,6156
Wisconsin,2019,24,X,1.00753,198,38,19652
Wyoming,2019,24,X,0.0878735,2,12,2276
Puerto Rico,2019,24,X,5.98513,161,6,2690
Virgin Islands,2019,24,X,0,0,2,654
New York City,2019,24,X,1.68487,1658,74,98405
Alabama,2019,25,X,1.00722,364,80,36139
Alaska,2019,25,X,1.38345,53,17,3831
Arizona,2019,25,X,1.21283,124,20,10224
Arkansas,2019,25,X,0.626959,10,7,1595
California,2019,25,X,1.24964,474,76,37931
Colorado,2019,25,X,1.49057,589,72,39515
Connecticut,2019,25,X,0,0,5,378
Delaware,2019,25,X,0,0,5,1185
District of Columbia,2019,25,X,4.60551,122,2,2649
Florida,2019,25,X,X,X,X,X
Georgia,2019,25,X,1.09551,816,93,74486
Hawaii,2019,25,X,2.14621,32,16,1491
Idaho,2019,25,X,0,0,1,230
Illinois,2019,25,X,0.573178,219,79,38208
Indiana,2019,25,X,0.816933,22,18,2693
Iowa,2019,25,X,0.196024,7,13,3571
Kansas,2019,25,X,0.640404,66,18,10306
Kentucky,2019,25,X,0.500081,31,15,6199
Louisiana,2019,25,X,1.78408,857,93,48036
Maine,2019,25,X,0.612893,81,35,13216
Maryland,2019,25,X,0.0256082,1,13,3905
Massachusetts,2019,25,X,0.825837,381,44,46135
Michigan,2019,25,X,0.42592,84,71,19722
Minnesota,2019,25,X,1.45038,76,21,5240
Mississippi,2019,25,X,1.20554,182,46,15097
Missouri,2019,25,X,0.0596659,1,14,1676
Montana,2019,25,X,0.418702,24,25,5732
Nebraska,2019,25,X,1.02929,84,42,8161
Nevada,2019,25,X,0.70726,64,28,9049
New Hampshire,2019,25,X,0.769231,12,13,1560
New Jersey,2019,25,X,1.78061,573,42,32180
New Mexico,2019,25,X,0.665227,114,44,17137
New York,2019,25,X,0.729279,411,123,56357
North Carolina,2019,25,X,0.529776,506,139,95512
North Dakota,2019,25,X,0.761267,25,11,3284
Ohio,2019,25,X,0.626871,67,30,10688
Oklahoma,2019,25,X,0.555257,31,14,5583
Oregon,2019,25,X,0.702583,238,71,33875
Pennsylvania,2019,25,X,0.690427,327,124,47362
Rhode Island,2019,25,X,0.107383,4,23,3725
South Carolina,2019,25,X,0.763925,103,23,13483
South Dakota,2019,25,X,0.431063,66,30,15311
Tennessee,2019,25,X,0.286344,13,45,4540
Texas,2019,25,X,1.99168,407,96,20435
Utah,2019,25,X,1.53606,276,53,17968
Vermont,2019,25,X,0.823293,41,12,4980
Virginia,2019,25,X,1.1616,1020,127,87810
Washington,2019,25,X,0.260213,10,9,3843
West Virginia,2019,25,X,0.594091,37,16,6228
Wisconsin,2019,25,X,0.88601,171,37,19300
Wyoming,2019,25,X,0.0935016,2,12,2139
Puerto Rico,2019,25,X,5.87195,166,6,2827
Virgin Islands,2019,25,X,0.105708,1,3,946
New York City,2019,25,X,1.39405,1250,35,89667
Alabama,2019,26,X,0.807947,292,78,36141
Alaska,2019,26,X,1.30249,58,17,4453
Arizona,2019,26,X,1.18854,124,21,10433
Arkansas,2019,26,X,0.590319,10,7,1694
California,2019,26,X,1.22439,465,74,37978
Colorado,2019,26,X,1.36945,543,72,39651
Connecticut,2019,26,X,0,0,4,177
Delaware,2019,26,X,0,0,5,1214
District of Columbia,2019,26,X,1.32539,178,6,13430
Florida,2019,26,X,X,X,X,X
Georgia,2019,26,X,1.08177,803,93,74230
Hawaii,2019,26,X,1.49679,21,16,1403
Idaho,2019,26,X,0,0,1,237
Illinois,2019,26,X,0.758469,238,76,31379
Indiana,2019,26,X,1.05171,24,16,2282
Iowa,2019,26,X,0.309358,12,13,3879
Kansas,2019,26,X,0.556996,58,18,10413
Kentucky,2019,26,X,0.44226,27,15,6105
Louisiana,2019,26,X,1.83599,866,94,47168
Maine,2019,26,X,0.562701,84,46,14928
Maryland,2019,26,X,0.198413,8,13,4032
Massachusetts,2019,26,X,0.839302,382,44,45514
Michigan,2019,26,X,0.551767,89,69,16130
Minnesota,2019,26,X,1.24451,68,21,5464
Mississippi,2019,26,X,1.11187,162,43,14570
Missouri,2019,26,X,0.132538,2,13,1509
Montana,2019,26,X,0.356355,21,25,5893
Nebraska,2019,26,X,0.89608,72,42,8035
Nevada,2019,26,X,0.733831,59,24,8040
New Hampshire,2019,26,X,0.691824,11,13,1590
New Jersey,2019,26,X,1.78454,572,38,32053
New Mexico,2019,26,X,0.428147,62,38,14481
New York,2019,26,X,0.692452,420,124,60654
North Carolina,2019,26,X,0.461055,442,138,95867
North Dakota,2019,26,X,0.33043,11,11,3329
Ohio,2019,26,X,0.448766,48,31,10696
Oklahoma,2019,26,X,0.322841,16,10,4956
Oregon,2019,26,X,0.576515,193,70,33477
Pennsylvania,2019,26,X,0.580165,266,101,45849
Rhode Island,2019,26,X,0.150376,5,21,3325
South Carolina,2019,26,X,0.771952,96,23,12436
South Dakota,2019,26,X,0.443234,70,30,15793
Tennessee,2019,26,X,0.236001,11,43,4661
Texas,2019,26,X,1.93911,300,56,15471
Utah,2019,26,X,1.55616,284,53,18250
Vermont,2019,26,X,0.510304,26,12,5095
Virginia,2019,26,X,1.03451,851,120,82261
Washington,2019,26,X,0.182959,7,20,3826
West Virginia,2019,26,X,0.592718,35,16,5905
Wisconsin,2019,26,X,0.775114,151,36,19481
Wyoming,2019,26,X,0.0409836,1,13,2440
Puerto Rico,2019,26,X,4.29426,122,6,2841
Virgin Islands,2019,26,X,0.433839,4,3,922
New York City,2019,26,X,1.43137,1280,37,89425
Alabama,2019,27,X,0.694119,237,76,34144
Alaska,2019,27,X,1.57871,70,17,4434
Arizona,2019,27,X,0.840231,67,20,7974
Arkansas,2019,27,X,0.615385,8,7,1300
California,2019,27,X,1.00449,329,76,32753
Colorado,2019,27,X,1.04386,357,72,34200
Connecticut,2019,27,X,0,0,5,245
Delaware,2019,27,X,0,0,5,1091
District of Columbia,2019,27,X,1.1238,121,6,10767
Florida,2019,27,X,X,X,X,X
Georgia,2019,27,X,1.012,700,87,69170
Hawaii,2019,27,X,1.33038,18,16,1353
Idaho,2019,27,X,0,0,1,238
Illinois,2019,27,X,0.665734,195,74,29291
Indiana,2019,27,X,1.28996,23,17,1783
Iowa,2019,27,X,0.251414,8,13,3182
Kansas,2019,27,X,0.422107,43,19,10187
Kentucky,2019,27,X,0.87439,52,16,5947
Louisiana,2019,27,X,1.68912,751,92,44461
Maine,2019,27,X,0.604772,91,46,15047
